Цена
73690.0
42890.0
29690.0
142990.0
65990.0
64890.0
71490.0
71490.0
86880.0
58290.0
104490.0
98990.0
73690.0
34090.0
73690.0
51690.0
73690.0
65990.0
76990.0
108890.0
80290.0
64890.0
29690.0
58290.0
23090.0
196870.0
51690.0
65990.0
69290.0
29690.0
32990.0
35190.0
54990.0
28590.0
87990.0
48390.0
57190.0
120990.0
71490.0
65990.0
60490.0
54990.0
51690.0
104490.0
67090.0
49490.0
38490.0
65990.0
